,Timestamp,Emotion,Emotion_Value
163,2021-11-20 20:56:27.856960,neutral,0.989
164,2021-11-20 20:56:28.298991,neutral,0.996
165,2021-11-20 20:56:28.749178,neutral,0.997
166,2021-11-20 20:56:29.189306,neutral,0.998
167,2021-11-20 20:56:29.625402,neutral,0.995
168,2021-11-20 20:56:30.146820,neutral,0.998
169,2021-11-20 20:56:30.618136,neutral,1
170,2021-11-20 20:56:31.076547,neutral,0.997
171,2021-11-20 20:56:31.562244,neutral,1
172,2021-11-20 20:56:31.964570,neutral,0.999
173,2021-11-20 20:56:32.395842,neutral,1
174,2021-11-20 20:56:32.859724,neutral,0.998
175,2021-11-20 20:56:33.320363,neutral,0.998
176,2021-11-20 20:56:33.759731,neutral,0.998
177,2021-11-20 20:56:34.250664,neutral,0.999
178,2021-11-20 20:56:34.717218,neutral,0.999
179,2021-11-20 20:56:35.253172,neutral,0.999
180,2021-11-20 20:56:35.992550,neutral,0.998
181,2021-11-20 20:56:36.457724,neutral,0.999
182,2021-11-20 20:56:36.910850,neutral,0.998
183,2021-11-20 20:56:37.324643,neutral,0.999
184,2021-11-20 20:56:37.819434,neutral,0.999
185,2021-11-20 20:56:38.267869,neutral,0.999
186,2021-11-20 20:56:38.765363,neutral,0.998
187,2021-11-20 20:56:39.155812,neutral,0.999
188,2021-11-20 20:56:39.613109,neutral,0.999
189,2021-11-20 20:56:40.090937,neutral,0.997
190,2021-11-20 20:56:40.552476,neutral,0.984
191,2021-11-20 20:56:41.007517,neutral,0.979
192,2021-11-20 20:56:41.454977,neutral,0.999
193,2021-11-20 20:56:41.890397,neutral,0.999
194,2021-11-20 20:56:42.369781,neutral,0.993
195,2021-11-20 20:56:42.831095,neutral,0.999
